grid_id,crime_count,x,y,distance_to_center,avg_hour,night_ratio,weekend_ratio,neighbourhoods_Downtown,neighbourhoods_Dunbar-Southlands,neighbourhoods_Fairview,neighbourhoods_Grandview-Woodland,neighbourhoods_Hastings-Sunrise,neighbourhoods_Kensington-Cedar Cottage,neighbourhoods_Kerrisdale,neighbourhoods_Killarney,neighbourhoods_Kitsilano,neighbourhoods_Marpole,neighbourhoods_Mount Pleasant,neighbourhoods_Oakridge,neighbourhoods_Renfrew-Collingwood,neighbourhoods_Riley Park,neighbourhoods_Shaughnessy,neighbourhoods_South Cambie,neighbourhoods_Strathcona,neighbourhoods_Sunset,neighbourhoods_Victoria-Fraserview,neighbourhoods_West End,neighbourhoods_West Point Grey,risk
349,1.0,487948.5581,5452890.0603,6829.543235584018,6.0,0.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
350,1.0,487948.5581,5453140.0603,6606.829115143771,16.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
351,1.0,487948.5581,5453390.0603,6386.135067997812,14.0,0.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
352,2.0,487948.5581,5453640.0603,6167.677946902823,14.5,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
353,0.0,487948.5581,5453890.0603,5951.704075868644,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
354,0.0,487948.5581,5454140.0603,5738.493840435087,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
355,2.0,487948.5581,5454390.0603,5528.367001810882,18.5,0.5,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
356,0.0,487948.5581,5454640.0603,5321.688816222858,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
357,5.0,487948.5581,5454890.0603,5118.877025941476,13.4,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
358,2.0,487948.5581,5455140.0603,4920.409754960603,7.5,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
359,2.0,487948.5581,5455390.0603,4726.834279590461,9.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
360,1.0,487948.5581,5455640.0603,4538.776537428504,3.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
361,0.0,487948.5581,5455890.0603,4356.951067743529,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
362,2.0,487948.57236236887,5456140.067909702,4182.155208599623,0.0,1.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
363,4.0,487948.5581,5456390.0603,4015.3558879271827,14.75,0.25,0.25,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
364,7.0,487948.5581,5456640.0603,3857.539767353215,12.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
365,30.0,487948.5581,5456890.0603,3709.871049876465,11.5,0.03333333333333333,0.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
366,1.0,487948.5581,5457140.0603,3573.6078907333285,15.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
367,6.0,487948.5581,5457390.0603,3450.1019559878973,13.5,0.16666666666666666,0.16666666666666666,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
368,1.0,487948.5581,5457640.0603,3340.768423089443,13.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
369,0.0,487948.5581,5457890.0603,3247.0392370144727,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
370,0.0,487961.06332722184,5458052.6846432965,3183.1654820637623,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
371,0.0,488215.2857508781,5451179.847358515,8301.169844389062,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
372,0.0,488198.5581,5451390.0603,8109.208281744364,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
373,0.0,488198.5581,5451640.0603,7875.073911190383,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
374,0.0,488198.5581,5451890.0603,7641.944730022025,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
375,0.0,488198.5581,5452140.0603,7409.91561400745,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
376,0.0,488198.5581,5452390.0603,7179.0932266346435,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
377,1.0,488198.5581,5452640.0603,6949.5978089894825,5.0,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
378,1.0,488198.5581,5452890.0603,6721.565283229154,9.0,0.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
379,0.0,488198.5581,5453140.0603,6495.1497293527755,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
380,3.0,488198.5581,5453390.0603,6270.526306197226,14.666666666666666,0.3333333333333333,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
381,0.0,488198.5581,5453640.0603,6047.894700365693,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
382,1.0,488198.5581,5453890.0603,5827.483200894829,10.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
383,1.0,488198.5581,5454140.0603,5609.553512242436,20.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
384,0.0,488198.5581,5454390.0603,5394.406432288121,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
385,1.0,488198.5581,5454640.0603,5182.3885329750665,1.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
386,1.0,488198.5581,5454890.0603,4973.89998459071,19.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
387,0.0,488198.5581,5455140.0603,4769.40365315324,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
388,0.0,488198.5581,5455390.0603,4569.435562157702,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
389,0.0,488198.5581,5455640.0603,4374.61672683579,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
390,1.0,488198.5581,5455890.0603,4185.666214201927,8.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
391,0.0,488198.5581,5456140.0603,4003.415018045406,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
392,0.0,488198.5581,5456390.0603,3828.8199169863688,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
393,5.0,488198.5581,5456640.0603,3662.9758539623913,15.2,0.2,0.4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
394,4.0,488198.5581,5456890.0603,3507.1244997449858,11.0,0.5,0.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
395,0.0,488198.5581,5457140.0603,3362.6555587379926,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
396,6.0,488198.5581,5457390.0603,3231.0961849984487,15.833333333333334,0.6666666666666666,0.3333333333333333,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
397,2.0,488198.5581,5457640.0603,3114.082964005862,18.5,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
398,1.0,488198.5581,5457890.0603,3013.3109459051084,19.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
399,0.0,488198.0835934391,5458058.279834601,2955.938500590668,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
400,0.0,488565.8123414185,5450760.322806609,8591.714020408292,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
401,0.0,488499.9840357701,5450925.090193923,8453.06146894063,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
402,0.0,488448.7670569738,5451140.271239744,8263.420945007225,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
403,0.0,488448.5581,5451390.0603,8026.271737656993,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
404,1.0,488448.5581,5451640.0603,7789.6449313631365,0.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
405,0.0,488448.5581,5451890.0603,7553.879685745029,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
406,1.0,488448.5581,5452140.0603,7319.059260363412,15.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
407,3.0,488448.5581,5452390.0603,7085.277595600008,9.666666666666666,0.3333333333333333,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
408,1.0,488448.5581,5452640.0603,6852.641005970722,10.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
409,0.0,488448.5581,5452890.0603,6621.270188318208,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
410,1.0,488448.5581,5453140.0603,6391.3026103222055,16.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
411,3.0,488448.5581,5453390.0603,6162.895359059039,4.666666666666667,0.6666666666666666,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
412,13.0,488448.5581,5453640.0603,5936.228546536214,12.23076923076923,0.07692307692307693,0.46153846153846156,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
413,0.0,488448.5581,5453890.0603,5711.509389531935,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
414,1.0,488448.5581,5454140.0603,5488.977104772023,23.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
415,1.0,488448.5581,5454390.0603,5268.908787093535,20.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
416,0.0,488448.5581,5454640.0603,5051.626466467159,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
417,1.0,488448.5581,5454890.0603,4837.505566581963,10.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
418,0.0,488448.5581,5455140.0603,4626.985007184645,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
419,1.0,488448.5581,5455390.0603,4420.579193579897,16.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
420,2.0,488448.5581,5455640.0603,4218.892100624464,6.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
421,1.0,488448.5581,5455890.0603,4022.6335536202528,17.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
422,3.0,488448.5581,5456140.0603,3832.6375848378243,14.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
423,1.0,488448.5581,5456390.0603,3649.882327789694,1.0,1.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
424,1.0,488448.5581,5456640.0603,3475.5102009218044,19.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
425,7.0,488448.5581,5456890.0603,3310.8460107216597,14.571428571428571,0.14285714285714285,0.2857142857142857,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
426,3.0,488448.5581,5457140.0603,3157.4089783731747,7.0,1.0,0.3333333333333333,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
427,11.0,488448.5581,5457390.0603,3016.9125951395313,13.818181818181818,0.09090909090909091,0.09090909090909091,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
428,1.0,488448.5581,5457640.0603,2891.243980834469,10.0,0.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
429,0.0,488448.5581,5457890.0603,2782.4129648043895,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
430,0.0,488476.26397436066,5458105.902364104,2677.4342400187143,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
431,0.0,488563.63957327337,5458275.255906165,2541.8705967198284,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
432,0.0,488748.3595664242,5450690.15604642,8609.494246177173,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
433,0.0,488698.5581,5450890.0603,8430.16943819704,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
434,0.0,488698.5581,5451140.0603,8189.95036045466,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
435,1.0,488698.5581,5451390.0603,7950.334399049603,0.0,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
436,0.0,488698.5581,5451640.0603,7711.3777761637,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
437,1.0,488698.5581,5451890.0603,7473.143739866872,21.0,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
438,3.0,488698.5581,5452140.0603,7235.703663550037,21.666666666666668,1.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
439,0.0,488698.5581,5452390.0603,6999.138351019462,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
440,0.0,488698.5581,5452640.0603,6763.5395915682675,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
441,5.0,488698.5581,5452890.0603,6529.0120199545845,14.0,0.4,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
442,2.0,488698.5581,5453140.0603,6295.675349532523,7.5,0.5,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
443,22.0,488698.5581,5453390.0603,6063.667063478292,14.636363636363637,0.13636363636363635,0.36363636363636365,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
444,12.0,488698.5581,5453640.0603,5833.145669937573,13.0,0.16666666666666666,0.4166666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
445,5.0,488698.5581,5453890.0603,5604.294652916767,12.4,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
446,0.0,488698.5581,5454140.0603,5377.327282834054,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
447,0.0,488698.5581,5454390.0603,5152.492489728779,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
448,2.0,488698.5581,5454640.0603,4930.082048679462,13.5,0.0,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
449,1.0,488698.5581,5454890.0603,4710.439380430608,11.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
450,3.0,488698.5581,5455140.0603,4493.970327751564,12.666666666666666,0.0,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
451,2.0,488698.5581,5455390.0603,4281.156322386687,11.5,1.0,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
452,1.0,488698.5581,5455640.0603,4072.570393094699,19.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
453,0.0,488698.5581,5455890.0603,3868.896452053417,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
454,0.0,488698.5538633042,5456140.063416093,3670.952408310903,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
455,0.0,488698.5581,5456390.0603,3479.7155137613663,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
456,2.0,488698.5581,5456640.0603,3296.3540778732395,11.0,0.0,0.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
457,43.0,488698.5581,5456890.0603,3122.255652042533,14.279069767441861,0.3023255813953488,0.23255813953488372,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
458,4.0,488698.5581,5457140.0603,2959.0556782040358,9.25,0.25,0.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
459,19.0,488698.5581,5457390.0603,2808.6545990405357,15.210526315789474,0.15789473684210525,0.3684210526315789,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
460,3.0,488698.5581,5457640.0603,2673.213572970098,13.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
461,2.0,488698.5581,5457890.0603,2555.1127091992566,8.5,0.5,0.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
462,0.0,488698.5581,5458140.0603,2456.85390422621,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
463,0.0,488730.82263834885,5458358.986656297,2357.9787966466897,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
464,0.0,488811.3748768161,5458527.58386815,2239.0303551904112,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
465,0.0,489052.1010135584,5450255.465121412,8958.86157411907,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
466,0.0,488984.90529607947,5450406.167397659,8826.922762935166,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
467,0.0,488948.6819653885,5450640.183439226,8607.812649501357,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
468,2.0,488948.5581,5450890.0603,8365.377206480973,12.0,0.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
469,1.0,488948.5581,5451140.0603,8123.242330295916,0.0,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
470,2.0,488948.5581,5451390.0603,7881.59857558804,17.0,0.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
471,1.0,488948.5581,5451640.0603,7640.492540190811,20.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
472,0.0,488948.5581,5451890.0603,7399.976784200842,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
473,0.0,488948.5581,5452140.0603,7160.110792209255,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
474,1.0,488948.5581,5452390.0603,6920.962122906862,18.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
475,2.0,488948.5581,5452640.0603,6682.607788633974,11.5,1.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
476,7.0,488948.5581,5452890.0603,6445.135918404782,18.285714285714285,0.7142857142857143,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
477,0.0,488948.5581,5453140.0603,6208.647771996046,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
478,0.0,488948.5581,5453390.0603,5973.260190776178,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
479,4.0,488948.5581,5453640.0603,5739.108594260216,12.25,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
480,0.0,488948.5581,5453890.0603,5506.350661437345,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
481,0.0,488948.5581,5454140.0603,5275.170874645814,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
482,2.0,488948.5581,5454390.0603,5045.786153486044,15.0,0.5,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
483,2.0,488948.5581,5454640.0603,4818.452869616086,5.0,0.5,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
484,0.0,488948.5581,5454890.0603,4593.475612944027,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
485,7.0,488948.5581,5455140.0603,4371.21817766072,11.428571428571429,0.14285714285714285,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
486,3.0,488948.5581,5455390.0603,4152.117352232655,17.666666666666668,0.3333333333333333,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
487,0.0,488948.5581,5455640.0603,3936.700224389904,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
488,0.0,488948.5581,5455890.0603,3725.605830829602,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
489,2.0,488948.5587428462,5456140.100131484,3519.5793057540395,4.5,0.5,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
490,5.0,488948.5581,5456390.0603,3319.6685236197213,11.6,0.6,0.4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
491,5.0,488948.5581,5456640.0603,3126.936081328102,14.0,0.2,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
492,16.0,488948.5581,5456890.0603,2942.8318685768563,13.6875,0.25,0.1875,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
493,6.0,488948.5581,5457140.0603,2769.0773836625726,12.333333333333334,0.6666666666666666,0.16666666666666666,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
494,52.0,488948.5581,5457390.0603,2607.742262324167,14.134615384615385,0.019230769230769232,0.3076923076923077,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2
495,2.0,488948.5581,5457640.0603,2461.2699682707644,14.5,0.5,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
496,4.0,488948.5581,5457890.0603,2332.4622197822573,18.5,0.75,0.25,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
497,0.0,488948.5581,5458140.0603,2224.389839194466,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
498,0.0,488948.5581,5458390.0603,2140.1963243383975,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
499,0.0,488959.5009942537,5458568.21973728,2085.682235558891,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
500,0.0,489227.98205239914,5450213.3681640625,8963.534270974256,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
501,0.0,489198.5581,5450390.0603,8796.377354156164,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
502,0.0,489198.5581,5450640.0603,8551.82931931592,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
503,0.0,489198.5581,5450890.0603,8307.605843846433,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
504,1.0,489198.5581,5451140.0603,8063.736417239308,4.0,1.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
505,1.0,489198.5581,5451390.0603,7820.254161899818,22.0,1.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
506,4.0,489198.5581,5451640.0603,7577.196401487257,14.25,0.75,0.75,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
507,1.0,489198.5581,5451890.0603,7334.605337488272,8.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
508,2.0,489198.5581,5452140.0603,7092.5288583629645,12.5,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
