grid_id,crime_count,x,y,distance_to_center,avg_hour,night_ratio,weekend_ratio,neighbourhoods_Downtown,neighbourhoods_Dunbar-Southlands,neighbourhoods_Fairview,neighbourhoods_Grandview-Woodland,neighbourhoods_Hastings-Sunrise,neighbourhoods_Kensington-Cedar Cottage,neighbourhoods_Kerrisdale,neighbourhoods_Killarney,neighbourhoods_Kitsilano,neighbourhoods_Marpole,neighbourhoods_Mount Pleasant,neighbourhoods_Oakridge,neighbourhoods_Renfrew-Collingwood,neighbourhoods_Riley Park,neighbourhoods_Shaughnessy,neighbourhoods_South Cambie,neighbourhoods_Strathcona,neighbourhoods_Sunset,neighbourhoods_Victoria-Fraserview,neighbourhoods_West End,neighbourhoods_West Point Grey,risk
895,28.0,491448.5581,5457890.0603,1197.1509957861185,14.892857142857142,0.17857142857142858,0.2857142857142857,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
896,29.0,491448.5581,5458140.0603,969.8972402846091,13.827586206896552,0.5172413793103449,0.20689655172413793,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
897,110.0,491448.5581,5458390.0603,757.1200741703439,13.690909090909091,0.18181818181818182,0.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
898,76.0,491448.5581,5458640.0603,575.118211076395,15.236842105263158,0.34210526315789475,0.3026315789473684,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
899,638.0,491448.5581,5458890.0603,461.8345014306735,14.324451410658307,0.1677115987460815,0.274294670846395,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
900,102.0,491448.5581,5459140.0603,469.9162230778213,14.196078431372548,0.24509803921568626,0.3137254901960784,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
901,33.0,491448.5581,5459390.0603,594.4336857141684,12.242424242424242,0.24242424242424243,0.24242424242424243,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
902,24.0,491448.5581,5459640.0603,781.589122692823,13.708333333333334,0.25,0.2916666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
903,0.0,491414.65529082186,5459783.536239531,886.491990299275,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
904,0.0,491684.89924933505,5450214.649611799,8812.007059983687,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
905,0.0,491698.5581,5450390.0603,8638.231593139393,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
906,0.0,491698.5581,5450640.0603,8389.074752719249,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
907,4.0,491698.5581,5450890.0603,8139.969616448918,13.5,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
908,8.0,491698.5581,5451140.0603,7890.921081008956,12.625,0.5,0.25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2
909,3.0,491698.5581,5451390.0603,7641.93468021754,7.333333333333333,0.6666666666666666,0.6666666666666666,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
910,0.0,491698.5581,5451640.0603,7393.016691899969,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
911,0.0,491698.5581,5451890.0603,7144.174266961268,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
912,0.0,491698.5581,5452140.0603,6895.415586221876,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
913,2.0,491698.5581,5452390.0603,6646.750052221882,17.0,0.0,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
914,4.0,491698.5581,5452640.0603,6398.188525411828,19.25,0.5,0.25,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
915,3.0,491698.5581,5452890.0603,6149.743617152799,14.0,0.0,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
916,1.0,491698.5581,5453140.0603,5901.430056072138,11.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
917,6.0,491698.56408885214,5453390.045899805,5653.280179907245,12.666666666666666,0.0,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
918,0.0,491698.5581,5453640.0603,5405.269374111858,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
919,0.0,491698.5581,5453890.0603,5157.467126091218,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
920,0.0,491698.5581,5454140.0603,4909.887708157043,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
921,0.0,491698.5581,5454390.0603,4662.5666168658245,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
922,0.0,491698.5581,5454640.0603,4415.5472601605825,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
923,3.0,491698.5581,5454890.0603,4168.883274536675,21.0,0.6666666666666666,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
924,7.0,491698.5581,5455140.0603,3922.6417000169213,14.571428571428571,0.42857142857142855,0.42857142857142855,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
925,2.0,491698.5581,5455390.0603,3676.9074038805556,11.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
926,2.0,491698.5581,5455640.0603,3431.7893593155823,11.5,1.0,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
927,7.0,491698.5581,5455890.0603,3187.429741454964,13.142857142857142,0.5714285714285714,0.2857142857142857,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
928,2.0,491698.5581,5456140.0603,2944.017409376457,8.0,0.5,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
929,10.0,491698.5581,5456390.0603,2701.8084048858223,14.5,0.8,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
930,74.0,491698.5581,5456640.0603,2461.1580214833175,14.486486486486486,0.24324324324324326,0.35135135135135137,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
931,227.0,491698.5581,5456890.0603,2222.5725987494047,13.854625550660794,0.16740088105726872,0.29955947136563876,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
932,10.0,491698.5581,5457140.0603,1986.7961915384499,15.9,0.3,0.2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
933,6.0,491698.5581,5457390.0603,1754.9613262723753,16.833333333333332,0.8333333333333334,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
934,1.0,491698.5581,5457640.0603,1528.8621280912485,20.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
935,14.0,491698.5581,5457890.0603,1311.4684733960275,13.642857142857142,0.5,0.2857142857142857,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
936,24.0,491698.5581,5458140.0603,1107.9168320373658,12.75,0.3333333333333333,0.3333333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
937,41.0,491698.5581,5458390.0603,927.3671639171395,14.195121951219512,0.3902439024390244,0.43902439024390244,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
938,121.0,491698.5581,5458640.0603,785.8371375238795,14.49586776859504,0.21487603305785125,0.2892561983471074,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
939,147.0,491698.5581,5458890.0603,707.156387733103,13.319727891156463,0.36054421768707484,0.23809523809523808,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
940,97.0,491698.5581,5459140.0603,712.4607404704744,13.31958762886598,0.25773195876288657,0.31958762886597936,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
941,91.0,491698.5581,5459390.0603,800.0815312902446,12.923076923076923,0.27472527472527475,0.2967032967032967,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
942,0.0,491694.2708920821,5459630.8125479,938.0493282233368,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
943,0.0,491583.0999070031,5459766.940484643,963.4330327176086,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
944,0.0,491954.18379920686,5450223.232293314,8828.483340857012,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
945,0.0,491948.5581,5450390.0603,8662.033485660948,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
946,2.0,491948.5581,5450640.0603,8413.581535631038,4.0,1.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
947,1.0,491948.5581,5450890.0603,8165.224087966695,20.0,1.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
948,4.0,491948.5581,5451140.0603,7916.970036365653,9.0,0.25,0.25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
949,1.0,491948.5581,5451390.0603,7668.829422194209,15.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
950,2.0,491948.5581,5451640.0603,7420.813624981534,15.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
951,0.0,491948.5581,5451890.0603,7172.935591981262,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
952,0.0,491948.5581,5452140.0603,6925.210116430518,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
953,0.0,491948.5581,5452390.0603,6677.654176933063,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
954,2.0,491948.5581,5452640.0603,6430.2873541321305,17.5,0.0,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
955,1.0,491948.5581,5452890.0603,6183.132345883566,21.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
956,0.0,491948.5581,5453140.0603,5936.2156090148555,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
957,2.0,491948.56408713094,5453390.057420632,5689.572002462232,10.0,0.0,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
958,3.0,491948.5581,5453640.0603,5443.226621840359,16.0,0.3333333333333333,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
959,0.0,491948.5581,5453890.0603,5197.234476787787,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
960,0.0,491948.5581,5454140.0603,4951.643803497141,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
961,0.0,491948.5581,5454390.0603,4706.517449952951,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
962,0.0,491948.5581,5454640.0603,4461.931942187334,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
963,4.0,491948.5581,5454890.0603,4217.9813663305395,8.5,0.75,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
964,1.0,491948.5581,5455140.0603,3974.782630121005,17.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
965,0.0,491948.5581,5455390.0603,3732.48270012222,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
966,0.0,491948.5581,5455640.0603,3491.2687173449804,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
967,0.0,491948.5581,5455890.0603,3251.3823839578868,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
968,2.0,491948.5581,5456140.0603,3013.1408126258684,19.5,0.5,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
969,4.0,491948.5581,5456390.0603,2776.967357876517,11.25,0.5,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
970,8.0,491948.5581,5456640.0603,2543.4381959685375,13.125,0.375,0.25,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
971,6.0,491948.5581,5456890.0603,2313.3542760916876,12.5,0.6666666666666666,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
972,6.0,491948.5581,5457140.0603,2087.8549175437697,12.333333333333334,0.5,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
973,11.0,491948.5581,5457390.0603,1868.6006279330281,15.0,0.5454545454545454,0.18181818181818182,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
974,1.0,491948.5581,5457640.0603,1658.070703170318,0.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
975,1.0,491948.5581,5457890.0603,1460.044042730122,5.0,1.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
976,11.0,491948.5581,5458140.0603,1280.3354078958077,17.272727272727273,0.5454545454545454,0.2727272727272727,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
977,13.0,491948.5581,5458390.0603,1127.73618666412,16.0,0.38461538461538464,0.23076923076923078,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
978,38.0,491948.5581,5458640.0603,1014.5536243647925,13.605263157894736,0.3684210526315789,0.34210526315789475,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
979,77.0,491948.5581,5458890.0603,954.9079571936462,13.064935064935066,0.37662337662337664,0.14285714285714285,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
980,138.0,491948.5581,5459140.0603,958.8427174003818,13.210144927536232,0.2898550724637681,0.34057971014492755,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
981,32.0,491948.5581,5459390.0603,1025.626397238173,11.71875,0.5625,0.40625,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
982,0.0,491936.2250820141,5459597.855186981,1110.832223511986,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
983,0.0,492202.9439351622,5450211.520510361,8870.425347803564,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
984,0.0,492198.5581,5450390.0603,8692.962852601611,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
985,1.0,492198.5581,5450640.0603,8445.420848407233,18.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
986,33.0,492198.5581,5450890.0603,8198.028022440003,14.696969696969697,0.06060606060606061,0.18181818181818182,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2
987,4.0,492198.5581,5451140.0603,7950.798299964072,10.0,0.25,0.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
988,0.0,492198.5581,5451390.0603,7703.747384014586,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
989,1.0,492198.5581,5451640.0603,7456.893046484681,6.0,0.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
990,0.0,492198.5581,5451890.0603,7210.255477908643,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
991,1.0,492198.5581,5452140.0603,6963.857710113813,20.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
992,1.0,492198.5581,5452390.0603,6717.726129927567,21.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
993,13.0,492198.5581,5452640.0603,6471.89110745164,13.923076923076923,0.0,0.07692307692307693,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2
994,0.0,492198.5581,5452890.0603,6226.387769542756,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
995,1.0,492198.5581,5453140.0603,5981.256958759724,15.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
996,2.0,492198.56403959455,5453390.060972127,5736.547014839187,15.5,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
997,0.0,492198.5581,5453640.0603,5492.312364269865,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
998,1.0,492198.5581,5453890.0603,5248.621271982923,16.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
999,0.0,492198.5581,5454140.0603,5005.552457692521,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1000,13.0,492198.5581,5454390.0603,4763.201187931457,15.461538461538462,0.3076923076923077,0.46153846153846156,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
1001,1.0,492198.5581,5454640.0603,4521.682840128402,20.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1002,0.0,492198.5581,5454890.0603,4281.138383270466,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1003,1.0,492198.5581,5455140.0603,4041.741704601083,0.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1004,1.0,492198.5581,5455390.0603,3803.7095258065738,15.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1005,3.0,492198.5581,5455640.0603,3567.314999647729,12.333333333333334,0.3333333333333333,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
1006,1.0,492198.5581,5455890.0603,3332.9066078592246,1.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1007,1.0,492198.5581,5456140.0603,3100.934795624005,14.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
1008,2.0,492198.5581,5456390.0603,2871.9900342291744,18.0,0.0,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
1009,12.0,492198.5581,5456640.0603,2646.857930964883,12.666666666666666,0.08333333333333333,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
1010,5.0,492198.5581,5456890.0603,2426.5998962976378,15.0,0.6,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
1011,4.0,492198.5581,5457140.0603,2212.671960935853,8.75,0.25,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1
1012,13.0,492198.5581,5457390.0603,2007.0992393779932,12.923076923076923,0.3076923076923077,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
1013,57.0,492198.5581,5457640.0603,1812.7265394183771,14.894736842105264,0.2631578947368421,0.3157894736842105,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
1014,0.0,492198.5581,5457890.0603,1633.5567503798977,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1015,4.0,492198.5581,5458140.0603,1475.1399278413342,11.5,1.0,0.25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
1016,40.0,492198.5581,5458390.0603,1344.830084699083,13.725,0.225,0.425,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1017,154.0,492198.5581,5458640.0603,1251.4384150695346,13.974025974025974,0.2597402597402597,0.3116883116883117,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1018,328.0,492198.5581,5458890.0603,1203.5897377062313,13.484756097560975,0.13414634146341464,0.3628048780487805,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1019,45.0,492198.5581,5459140.0603,1206.7138876766774,12.444444444444445,0.26666666666666666,0.35555555555555557,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1020,0.0,492198.5581,5459390.0603,1260.4318929286765,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1021,0.0,492168.08470082283,5459553.564089819,1292.6155924455427,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1022,0.0,492448.32910894696,5450206.570915428,8911.90508663664,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
1023,0.0,492448.5581,5450390.0603,8730.943947060452,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
1024,0.0,492448.5581,5450640.0603,8484.510142413148,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
1025,2.0,492448.5581,5450890.0603,8238.291237065583,11.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
1026,10.0,492448.5581,5451140.0603,7992.307092242614,11.9,0.1,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
1027,2.0,492448.5581,5451390.0603,7746.580071664631,9.5,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
1028,0.0,492448.5581,5451640.0603,7501.135444498493,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
1029,2.0,492448.5581,5451890.0603,7256.001867882313,11.5,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
1030,3.0,492448.5581,5452140.0603,7011.211967749343,15.0,0.3333333333333333,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
1031,1.0,492448.5581,5452390.0603,6766.803041814622,2.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
1032,5.0,492448.5581,5452640.0603,6522.817915342388,16.0,0.0,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2
1033,1.0,492448.5581,5452890.0603,6279.305989256426,15.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
1034,1.0,492448.5581,5453140.0603,6036.324532090006,2.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
1035,2.0,492448.5581,5453390.0603,5793.940283322881,8.0,0.5,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1036,3.0,492448.5581,5453640.0603,5552.231457415265,20.333333333333332,0.6666666666666666,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
1037,0.0,492448.5581,5453890.0603,5311.2902676008625,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1038,1.0,492448.5581,5454140.0603,5071.226129518545,10.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1039,2.0,492448.5581,5454390.0603,4832.169761785243,13.5,0.0,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1040,1.0,492448.5581,5454640.0603,4594.278480535509,16.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1041,5.0,492448.5581,5454890.0603,4357.743097833059,17.8,0.4,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
1042,2.0,492448.5581,5455140.0603,4122.79699436095,18.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1043,2.0,492448.5581,5455390.0603,3889.7281661719862,17.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1044,1.0,492448.5581,5455640.0603,3658.895373840538,21.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1045,2.0,492448.5581,5455890.0603,3430.749991869372,16.5,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1046,2.0,492448.5581,5456140.0603,3205.865820135288,14.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
1047,7.0,492448.5581,5456390.0603,2984.980034558306,13.142857142857142,0.14285714285714285,0.14285714285714285,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
1048,18.0,492448.5581,5456640.0603,2769.0496486541574,12.777777777777779,0.2222222222222222,0.1111111111111111,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
1049,12.0,492448.5581,5456890.0603,2559.32922983967,14.583333333333334,0.4166666666666667,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
